,Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Time,Month Or Hours
8555,Sales Representative,The Pharaonic Village,"Giza, Giza, Egypt",2 months ago,Full,Experienced · 2 - 5 Yrs of Exp · Sales/Retail· Sales· Sales Skills· Marketing· Sales Target· Customer Service· Presentation Skills· Communication Skills· Travel· Travel agencies,2,months
8556,Software Sales Executive,Epic Systems,"Haram, Giza, Egypt",2 months ago,Full,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Sales/Retail· Sales· ERP· Presentation· Presentation Skills· sales skills· Sales Target· Software Development· ERP Software,2,months
8557,هكر ببجي - برنامج هكر ببجي | تنزيل هكر ببجي تفعيل هكر ببجي هكر ببجي شدات .,هكر ببجي موبايل,"Anmore, Canada",2 months ago,Work,Manager · 0 - 1 Yrs of Exp · Business Development · IT/Software Development · Education/Teaching· هكر· ببجي,2,months
8558,Technical Office Engineer,MOMENTUM,"Cairo, Egypt",2 months ago,Full,Experienced · 2 - 4 Yrs of Exp · Engineering - Construction/Civil/Architecture· AutoCAD· Architecture· Microsoft Office· Technical Office· Construction· Engineering,2,months
8559,Architect Site Engineer,MOMENTUM,"Cairo, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture· AutoCAD· Engineering· Architecture· quality· Civil Engineering,2,months
8560,Senior Brand Manager,Helm Organization,"Maadi, Cairo, Egypt",2 months ago,Full,Manager · 10+ Yrs of Exp · Marketing/PR/Advertising· Marketing· media· Communication· Branding· Financial Management· Management· Online Marketing· Project Management· Social Media,2,months
8561,Accountant,Maxevia Corporate,"Sheikh Zayed, Giza, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · females_only · Accounting/Finance· Accounting· Advanced Excel· Finance· Financial Analysis· Financial Management· excel· English,2,months
8562,Medical Representative - Medical Devices For Pharmacies Sector,Medical Empire,"Heliopolis, Cairo, Egypt",2 months ago,Full,Entry Level · 2 - 3 Yrs of Exp · Sales/Retail · Pharmaceutical· Biomedical· Medical Devices· pharmacies· Medical· Pharmaceutical· Pharmacy· sales skills· Sales,2,months
8563,Vodafone Uk / IE Call Center Agent,Majorel Egypt,"6th of October, Giza, Egypt",2 months ago,Full,Entry Level · 0 - 3 Yrs of Exp · Customer Service/Support· Customer Service· Customer Support· Call Center· English· Customer Care,2,months
8564,English Mail and Chat Agents,Majorel Egypt,"Katameya, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support· Back Office· Webchat· Customer support· Customer service· Ex UK· Ex Tp· Customer Care· English· Call Center,2,months
8565,Property Consultant,Coldwell Banker,"Cairo, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · Business Development · Customer Service/Support · Sales/Retail· Communication· Brokerage· Real Estate Sales· Presentation Skills· English· Real Estate· sales skills,2,months
8566,Senior Backend Engineer (.NET Core),Tegarti,"Nasr City, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Software Development· Git· Information Technology (IT)· Computer Science· .Net· APIs· Entity Framework· Microsoft SQL Server,2,months
8567,Senior Front End Developer,FlairsTech,"Maadi, Cairo, Egypt",2 months ago,Full,Experienced · 5 - 8 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology· APIs· Computer Science· Design· Development· Frontend· Git· Information Technology (IT),2,months
8568,Sr Front End Developer (Angular),Tegarti,"Nasr City, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· JavaScript· Software Development· Angular· Git· HTML· Information Technology (IT)· MVC· ui,2,months
8569,Software Research & Development Specialist (U.A.E),Softec Technologies,"Abu Dhabi, United Arab Emirates",2 months ago,Full,Experienced · 5+ Yrs of Exp · R&D/Science · IT/Software Development· Science· Business Development· Mathematics· Python· Machine Learning· C#· Programming· Data Science,2,months
8570,Cloud Sales Manager,Athear,"Cairo, Egypt",2 months ago,Full,Manager · 3 - 10 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology· Sales Target· English· Sales· Cloud Computing· Cloud· Sales Skills· Project Management,2,months
8571,Quality Electrical Engineer (Alsokhna),LA VISTA Developments,"Red Sea, Egypt",2 months ago,Full,Experienced · 5 - 10 Yrs of Exp · males_only · Quality · Engineering - Mechanical/Electrical· Electrical Engineering· Mechanical Engineering· Quality Control· Engineering· Electrical Engineer,2,months
8572,Technical Office Engineer (Alsokhna),LA VISTA Developments,"Red Sea, Egypt",2 months ago,Full,Experienced · 5 - 10 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · IT/Software Development· Computer Science· Engineering· Information Technology (IT)· Microsoft Office,2,months
8573,Marketing Manager,Hands of Hope Physical Therapy & Wellness,"Maadi, Cairo, Egypt",2 months ago,Full,Manager · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing· Marketing· Digital Marketing· Market Research· Social Media· Creative· Content· Digital· Online Marketing,2,months
8574,Quality Engineer (Alsokhna),LA VISTA Developments,"Red Sea, Egypt",2 months ago,Full,Experienced · 5 - 10 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Quality· Engineering· Quality Assurance· Quality Control· quality,2,months
8575,Secretary,Confidential,"Alexandria, Egypt",2 months ago,Full,Experienced · 2 - 7 Yrs of Exp · Administration· office· Office management· office suite· Secretary· Time Management· Administration· Excellent· Management· Microsoft,2,months
8576,Administrative Assistant Manager,Breadfast,"Maadi, Cairo, Egypt",2 months ago,Full,Manager · 7+ Yrs of Exp · Administration · Operations/Management· Facilities Management· Facilities· Administration· Office Management· Maintenance· Management· English,2,months
8577,Technical Support Engineer,Ultimate Solutions Egypt,"6th of October, Giza, Egypt",2 months ago,Full,Entry Level · 0 - 1 Yrs of Exp · Customer Service/Support · IT/Software Development· SQL· Customer Service· Customer Care· Customer Support· Communication Skills· Computer Skills· Microsoft Office· Information Technology (IT),2,months
8578,Graphic Designer,Carina Wear,"New Cairo, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Fashion· Adobe Photoshop· Adobe illustrator· Sketch· Graphic Design· Creative· Graphic· Design,2,months
8579,Secretary / Receptionist,Salma Elgamal Beauty,"Mohandessin, Giza, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Administration· Secretary· Administration· Office Management· English· Communication Skills· Communication· Office· MS Office,2,months
8580,Senior Front End Developer - (Vue.js),Jumia,"Cairo, Egypt",2 months ago,Full,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· Software Development· javaScript· HTML· Agile· Frontend· Frameworks,2,months
8581,Sales Coordinator,Fawry Banking & Payment Technology Services,"Giza, Egypt",2 months ago,Full,Entry Level · 0 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail· Communication· Insurance· Negotiation· Outdoor· Sales· Selling· Skills· Customer Service,2,months
8582,Senior Frontend Developer (Angular),Jumia,"Cairo, Egypt",2 months ago,Full,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Angular· JavaScript· Software Engineering· Software Development· Computer Science· Information Technology (IT)· Git· CSS,2,months
8583,Software Developer (.Net Core),BITechnologies,"New Cairo, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Software Development· Web Development· Dynamics· Microsoft Dynamics· AX· X++· ASP.NET· .NET,2,months
8584,Data Entry,Firoz Group,"Obour City, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 4 Yrs of Exp · Administration· Administration· Data Entry· Computer Science· Customer Service· Microsoft Office· Education,2,months
8585,Social Media Specialist,evntoo,"New Cairo, Cairo, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing· E-Marketing· digital media· Digital· Writing· Communication· Online Marketing· Marketing,2,months
8586,Technical Writer /Business Analyst,ASystems,"Nasr City, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 4 Yrs of Exp · Writing/Editorial · IT/Software Development· Technical Documentation· Information Technology (IT)· Technical Writing· Technology· Writing· Documentation· Computer Science· Technical Analysis,2,months
8587,Technical Support Specialist,Premium Card,"Dokki, Giza, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· MCSA· Computer Science· CCNA· Technical Support· Software· Maintenance· computer,2,months
8588,Sales Executive | Digital Health,Equitas Healthcare,"Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical· Communication· Pharmaceutical· Sales· Digital Marketing· Sales Target· Sales Skills· Digital,2,months
8589,Sales Engineer,ECO IFM,"Cairo, Egypt",2 months ago,Full,Experienced · 2 - 5 Yrs of Exp · Sales/Retail· Engineering· Sales· Sales Target· Microsoft· Sales Skills· English,2,months
8590,Content Creation & Copywriting Specialist (English & Arabic),Digital Experts,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 3 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing· Writing· Editing· Healthcare· Marketing· Technology· Copywriting· Content Editing,2,months
8591,Purchasing Manager- (Cosmetics),ZikryPharmacies,"Heliopolis, Cairo, Egypt",2 months ago,Full,Manager · 4+ Yrs of Exp · Pharmaceutical · Purchasing/Procurement· Purchasing· Pharmacy· Procurement· Microsoft Office· Supply Chain· Microsoft Office suite· Logistics· MS Office,2,months
8592,Administrative Assistant,Confidential,"Sheraton, Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 3 Yrs of Exp · Administration· Admin· Administration· English· Microsoft Office· Customer Service· Microsoft Office suite· Office Coordination· Office Management,2,months
8593,Industrial Recruitment Specialist,Confidential,"10th of Ramadan City, Sharqia, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Human Resources· Recruitment· Human Resources (HR)· Management· Skills,2,months
8594,Graphic Designer,Digital Experts,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art· Arts· Design· Graphics· Graphic Design· Design Software· Media· Adobe Photoshop· Adobe Illustrator· Creative,2,months
8595,Sales Operations And Customer Service Manager - International Business,Arma Non Food,"Heliopolis, Cairo, Egypt",2 months ago,Full,Manager · 10 - 15 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail· Customer Service· Operations Management· Logistics· Demand Planning· Sales· sales skills· MBA,2,months
8596,Financial Manager,Saadeldin,"Cairo, Egypt",2 months ago,Full,Manager · 10+ Yrs of Exp · Accounting/Finance · Operations/Management· Accounting· English· Finance· Financial Analysis· Financial Management· Microsoft Office,2,months
8597,Database Manager (Multinational),Pillars,"Giza, Egypt",2 months ago,Full,Manager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Database· Information Technology (IT)· SQL· Oracle· Unix· Linux· ETL· Computer Science,2,months
8598,Software Customer Support Specialist,DotsHub,"New Cairo, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 3 Yrs of Exp · Customer Service/Support· Customer Service· Customer Support· Customer Care· English· ERP· Communication Skills,2,months
8599,Software Sales Executive,DotsHub,"New Cairo, Cairo, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · Sales/Retail· Executive· Sales Executive· Sales· Software Sales· sales skills· English· CRM· ERP· Sales Target,2,months
8600,Senior PHP Developer,DotsHub,"New Cairo, Cairo, Egypt",2 months ago,Full,Experienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· PHP· Software Development· MySQL· JavaScript· CSS· Computer Engineering,2,months
8601,Business Development Specialist,Confidential,"New Cairo, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 4 Yrs of Exp · Business Development · Sales/Retail· B2B· Business Administration· business· communications· Negotiation· Sales· sales skills· Sales Target,2,months
8602,Senior Developer (Asp Net Core / Blazor Full Stack),Streams,"Mohandessin, Giza, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· .Net· Agile· ASP.Net· CSS· HTML· MVC· jQuery· .net core,2,months
8603,Civil Engineer - مهندس مدنى,Baxter / Refaat Holding,"Mansoura, Dakahlia, Egypt",2 months ago,Full,Experienced · 5+ Yrs of Exp · Engineering - Construction/Civil/Architecture· Civil Engineering· Construction· Real Estate,2,months
8604,Tele-sales Executive,Vision,"Mohandessin, Giza, Egypt",2 months ago,Full,Entry Level · 1 - 5 Yrs of Exp · Sales/Retail · Tourism/Travel· Customer Service· Sales· sales skills· Telesales· Sales Target· Communication Skills,2,months
8605,Sales Representative,Confidential,"Sidi Bishr, Alexandria, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Sales/Retail· Sales· Sales Skills· Sales Target· Customer Care· Cosmetics· Communication Skills· Computer Skills· Team management· Customer Service,2,months
8606,Senior Backend Developer (Laravel),Confidential,"Riyadh, Saudi Arabia",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· PHP· Laravel Framework· Laravel PHP· Laravel· CSS· Information Technology (IT)· JSON· Software Engineering,2,months
8607,Maintenance Manager,Confidential,"Giza, Egypt",2 months ago,Full,Manager · 4 - 7 Yrs of Exp · Installation/Maintenance/Repair· Management· Maintenance· Engineering· Mechanical Engineering,2,months
8608,Recruitment Specialist,The Food Lab,"Maadi, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Human Resources· Recruitment· Human Resources (HR)· Microsoft Office· FMCG· Human Resources· Recruitment Specialist· Selection· communications· Candidates,2,months
8609,SAP Basis Consultant,Amiral Holdings Limited,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology· SAP· SAP BASIS· Computer Science· Engineering· OS Administration· Database· Software,2,months
8610,Test Automation Engineer| CI/CD | DevOps,Expleo,"Maadi, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Automation· Testing· Computer Science· Information Technology (IT)· Automation Testing· Software Testing· Quality,2,months
8611,HR Manager,SQUAD,"New Cairo, Cairo, Egypt",2 months ago,Full,Manager · 2+ Yrs of Exp · females_only · Human Resources· HR· HR Systems· Human Resources (HR)· Personnel· Labor Law,2,months
8612,Direct Sales Manager,OSN,"Cairo, Egypt",2 months ago,Full,Manager · 8 - 10 Yrs of Exp · Operations/Management · Sales/Retail· Retail· Sales· Sales Target· sales skills· Management· business· Skills· Communication,2,months
8613,Marketing Executive | Digital Health,Equitas Healthcare,"Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 1 Yrs of Exp · Marketing/PR/Advertising · Medical/Healthcare · Project/Program Management· Marketing· Medical Marketing· Research· Health· E-Marketing· Digital Marketing· Digital,2,months
8614,Sales Executive,National Trade & Distribution,"Masr Al Qadima, Cairo, Egypt",2 months ago,Full,Experienced · 1 - 1 Yrs of Exp · Sales/Retail· Outdoor Sales· Sales· sales skills· Sales Target,2,months
8615,Asset Manager,Confidential,"Giza, Egypt",2 months ago,Full,Manager · 4 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture· engineering· Project Management· Financial Analysis· Financial Management· Finance,2,months
8616,Business Unit Manager (BUM) - (VMS – OTC – FMCG),Confidential,"Cairo, Egypt",2 months ago,Full,Manager · 10 - 15 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical· Sales Target· Marketing· fmcg marketing· OTC· VMS· Pharmacy· MEDICINE,2,months
8617,Technical Office Manager - مدير مكتب فنى,Baxter / Refaat Holding,"Nasr City, Cairo, Egypt",2 months ago,Full,Manager · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art· Techincal Office· Civil Engineering· Architecture· Shop Drawings· AutoCAD· Technical Office Management,2,months
8618,Branch Accountant,Drobina Stores,"Ataba, Cairo, Egypt",2 months ago,Full,Experienced · 1 - 3 Yrs of Exp · Accounting/Finance· Accounting· Commerce· Financial Management· Finance,2,months
8619,Senior Recruitment Specialist,Oriental Weavers,"10th of Ramadan City, Sharqia, Egypt",2 months ago,Full,Experienced · 5 - 8 Yrs of Exp · Human Resources· Recruitment· Talent Acquisition· Manufacturing· Human Resources (HR)· interview· Recruiting· Microsoft Office· English· Communication,2,months
8620,German B2B & B2C Telesales Executive,GT World OF Beauty,"Cairo, Egypt",2 months ago,Full,Entry Level · 2 - 4 Yrs of Exp · Customer Service/Support · Sales/Retail· business· B2B· Sales Target· Telesales· sales skills· Sales· Communication· Management,2,months
8621,DevOps Engineer,Luftborn,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Azure· Information Technology (IT)· Software Development· Telecom Engineering· DevOps· Network Security· AWS· Elasticsearch,2,months
8622,Branch Accountant - 6th October/New Cairo,Tradeline Stores,"Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · Accounting/Finance· Accounting· Financial Analysis· Retail Accounting· Cashier· Apple· Finance· English· Retail,2,months
8623,Direct Sales Team Manager,OSN,"Cairo, Egypt",2 months ago,Full,Manager · 4 - 5 Yrs of Exp · Operations/Management · Sales/Retail· Direct Sales· Manager· Sales· sales skills· Sales Target· Sales Team· Team manager· Target,2,months
8624,Technical Office Engineer,Egybrit,"Heliopolis, Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 1 Yrs of Exp · Engineering - Construction/Civil/Architecture· AutoCAD· Engineering· Technical Office· Microsoft Office· Architecture· English· Communication Skills· Civil· MS Office,2,months
8625,Project Leader (Global Analytics),CRIF EGYPT,"Heliopolis, Cairo, Egypt",2 months ago,Full,Manager · 10+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology· Engineering· Computer Science· Project Management· Software· Modeling· Sales,2,months
8626,SAP ABAP Consultant,Amiral Holdings Limited,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· ABAP· Information Technology (IT)· Computer Science· Fiori· HANA· SAP· SAP Fiori· Analytical Skills,2,months
8627,Quality Control Section Head,Confidential,"Bourj Alarab, Alexandria, Egypt",2 months ago,Full,Manager · 5 - 7 Yrs of Exp · R&D/Science · Quality · Engineering - Other· Agriculture· Microbiology· Dairy Products· Dairies· Quality Control· HACCP· FMCG,2,months
8628,Customer Care Agent,Johnson Controls,"Nasr City, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support· Customer Care· Call Center· Customer Service· Customer Support· Problem Solving· Arabic· English,2,months
8629,SAP MM Consultant,Amiral Holdings Limited,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· SAP· SAP MM· Mm· Information Technology (IT)· Computer Science· SAP Consulting· ABAP· Consulting,2,months
8630,Cashier Accountant,Elattal Holding,"Heliopolis, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · Accounting/Finance· Accounting· Finance· Commerce· Cashier· Real Estate· Financial Analysis,2,months
8631,Data Analyst,CRIF EGYPT,"Heliopolis, Cairo, Egypt",2 months ago,Full,Experienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research· analytical· Data Analysis· Python· SAS· R· C/C++· Computer Science· Analysis,2,months
8632,Front End Developer,Egabi FSI,"Sheraton, Cairo, Egypt",2 months ago,Full,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· javaScript· CSS· CSS3· Software Development· Angular2+· Angular,2,months
8633,Property Consultant - Sales Real Estate,SQUAD,"New Cairo, Cairo, Egypt",2 months ago,Full,Entry Level · 1+ Yrs of Exp · Sales/Retail· Real Estate· Negotiation· computer· English· Sales· sales skills· Sales Target· Real Estate Sales· Property Sales,2,months
8634,Oracle Forms & Reports Developer,Egabi FSI,"Sheraton, Cairo, Egypt",2 months ago,Full,Experienced · 3 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Oracle Forms· Oracle· Oracle PL/SQL· PL/SQL· SQL· Java· PL· Information Technology (IT),2,months
8635,محاسب اداري وموارد بشرية,Egyptian Tabletop Trading Company,"15th May City, Cairo, Egypt",2 months ago,Full,Experienced · 3+ Yrs of Exp · Accounting/Finance· Accounting· Commerce· Finance· Human Resources (HR),2,months
8636,Sales Representative (Cairo-Giza),Tradeline Stores,"Nasr City, Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Sales Skills· Customer Service· Customer Support· Client Relationship· Sales Target· Apple,2,months
8637,Personnel Manager,Confidential,"Giza, Egypt",2 months ago,Full,Manager · 12 - 15 Yrs of Exp · Human Resources· Labor Law· HR· HR Diploma· Human Resources (HR)· Personnel· Recruitment· Communication· Communication skills· English,2,months
8638,General Accountant,Shifa Egypt,"Cairo, Egypt",2 months ago,Full,Experienced · 3 - 6 Yrs of Exp · Accounting/Finance· Accounting· Financial Management· Commerce· Communication· Communication skills· excel· Finance· Financial Analysis,2,months
8639,Planning Section Head,Confidential,"New Cairo, Cairo, Egypt",2 months ago,Full,Manager · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical· Engineering· Management· Microsoft Office· Planning· Project Management· Construction,2,months
8640,Sales Representative in Alexandria,Ascon Advanced Solutions & Consultant,"Alexandria, Egypt",2 months ago,Full,Entry Level · 1 - 6 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Sales Skills· Customer Support· Customer Care· Sales Target· Customer Service,2,months
8641,Area Manager (F&B),Confidential,"New Cairo, Cairo, Egypt",2 months ago,Full,Manager · 6 - 8 Yrs of Exp · Hospitality/Hotels/Food Services · Operations/Management · Sales/Retail· Management· Operations· Sales· Planning· Retail· Food· English,2,months
8642,Spanish Recruitment Specialist,Proper Business Solutions,"Nasr City, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Human Resources· Human Resources (HR)· Human Resources· Recruiter· Recruitment· Sourcing· Hiring· Administration· Business Administration· Microsoft Office,2,months
8643,HR Generalist,Confidential,"Giza, Egypt",2 months ago,Full,Experienced · 5 - 7 Yrs of Exp · Human Resources· HR· Human Resources (HR)· Labor· HR Specialist· Personnel· Communication skills· Labor Laws· Microsoft Office· Recruitment,2,months
8644,Sales Supervisor,Pharmascienta  Nefertari Body Care,"Zamalek, Cairo, Egypt",2 months ago,Full,Experienced · 5+ Yrs of Exp · Operations/Management · Sales/Retail· Analysis· Computer Skills· Experience· Retail· sales skills· Sales Target· Skills· Customer Service,2,months
8645,Senior Technical Office Engineer-SAP User,M² Developments,"Maadi, Cairo, Egypt",2 months ago,Full,Experienced · 4 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture· Engineering· Office engineer· SAP user· SAP· Technical Office· technical office engineer· technical,2,months
8646,HR Assistant,AMM Contracting,"Nasr City, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · Administration · Human Resources· Human Resources (HR)· Microsoft Office· Payroll· Office management· Assistant· Administration,2,months
8647,Assistant Manager/ Personal Assistant,PentaValue,"Nasr City, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · Administration · Operations/Management· Business Administration· Business Development· Secretary· Communication skills· Microsoft Office· Office Administration· Office Management· Admin,2,months
8648,React Native Developer,PentaValue,"Nasr City, Cairo, Egypt",2 months ago,Full,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· React Native· Software Development· Agile· Java· Redux· UI,2,months
8649,English SEO Content Writer,Be Group,"Nasr City, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · Marketing/PR/Advertising· Content· Social Media· content creator· Editing· English· Management· Marketing· Research· SEO,2,months
8650,Receptionist,Elkomy Group,"New Cairo, Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 3 Yrs of Exp · females_only · Administration· Reception· Administration· office· MS Office· Office management· Microsoft Office· Admin· English· Administrative Affairs,2,months
8651,Full-stack Developer,Confidential,"Cairo, Egypt",2 months ago,Full,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Full Stack Development· Scrum· DevOps· Computer Science· Information Technology (IT)· Software Development· Angular,2,months
8652,Medical Rep,tabuk Pharmaceuticals,"Faqus, Sharqia, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail · Pharmaceutical· Pharmaceutical· Medical· Communication· MEDICINE· Presentation· sales skills· Sales Target,2,months
8653,Export Coordinator,Cleopatra Stones,"Maadi, Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 2 Yrs of Exp · Administration · Customer Service/Support · Logistics/Supply Chain· Supply Chain· Customer Service· Export· Import / Export· Jobs· English· Communication skills,2,months
8654,Medical Representative,tabuk Pharmaceuticals,"Imbaba, Giza, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail · Pharmaceutical· Pharmaceutical· Medical· Communication· Pharmacy· Presentation· Presentation Skills· sales skills· Sciences,2,months
8655,Senior Learning and Development Specialist,Samcrete Engineers & contractors,"Haram, Giza, Egypt",2 months ago,Full,Experienced · 7 - 13 Yrs of Exp · Human Resources· Human Resources (HR)· OD· HR Certificate· Performance Appraisal· Job Analysis,2,months
8656,Script Writer,Argaam,"Mohandessin, Giza, Egypt",2 months ago,Full,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing· content creator· media· Video Editing· Adobe Photoshop· Business Administration· Editing· Content,2,months
8657,Senior React JS Developer,Confidential,"Cairo, Egypt",2 months ago,Work,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· javaScript· React· Front-End· Information Technology (IT)· Software Development· Software Engineering· Computer Science· HTML,2,months
8658,Site Manager,ALFIKRY HOLDING,"Sheikh Zayed, Giza, Egypt",2 months ago,Full,Experienced · 10 - 15 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Project/Program Management· Civil Engineering· Construction· Engineering· Leadership skills· Management· Project Management· Communication,2,months
8659,Medical Representative - Pedia - Heliopolis,Confidential,"Cairo, Egypt",2 months ago,Full,Entry Level · 1 - 2 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical· Medical Representative· Medical· Healthcare· Pharma· Sales· Sales Skills· Sales Target,2,months
8660,Supply Chain Manager (Pharmaceutical),Splendid Pharma,"Sheraton, Cairo, Egypt",2 months ago,Full,Manager · 5+ Yrs of Exp · R&D/Science · Logistics/Supply Chain · Pharmaceutical· Logistics· Materials· Procurement· Purchasing· Raw Materials· Supply Chain· Pharma,2,months
8661,Electrical Site Engineer,Mantrac,"Cairo, Egypt",2 months ago,Full,Entry Level · 0 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Electrical· Electrical Engineering· Engineering· English,2,months
8662,Sales Representative,ACFET,"Zaytoun, Cairo, Egypt",2 months ago,Part,Entry Level · males_only · Sales/Retail· Sales· Representative· sales skills· Sales Target· Sales representative,2,months
